rating,net_payable,work_hours,leave_days,risk_score,promotion_recommendations,predicted_growth_years,mood_index
3,21410,498,4,0.78,0,2,0.3
3,24507,496,3,0.52,0,1,0.44
5,58787,499,3,0.73,0,4,0.92
2,49503,502,2,0.57,0,1,0.52
4,37804,489,4,0.35,1,1,0.71
1,37425,499,3,0.38,0,3,0.26
5,70720,483,2,0.28,0,1,0.97
3,54762,493,3,0.62,0,2,0.52
2,65597,501,2,0.38,1,1,0.87
3,58500,499,4,0.63,0,4,0.76
3,28778,490,3,0.49,1,4,0.9
1,55886,485,2,0.79,0,5,0.46
1,72448,496,4,0.66,1,2,0.52
2,58812,487,2,0.68,1,4,0.85
4,28532,508,4,0.62,1,3,0.85
1,77555,509,2,0.57,1,1,0.93
1,48557,501,3,0.52,0,3,0.39
2,26829,491,2,0.33,0,2,0.44
1,26025,509,4,0.27,1,5,0.57
3,72470,487,4,0.62,0,5,0.78
5,54772,509,2,0.72,1,5,0.97
5,31211,487,3,0.25,0,1,0.81
1,51181,508,4,0.72,0,4,0.29
5,45119,485,4,0.78,0,5,0.75
4,37536,497,2,0.7,0,3,0.74
1,57023,488,4,0.68,0,2,0.4
4,62628,484,4,0.59,1,2,0.97
1,20188,491,3,0.72,0,2,0.29
2,61458,495,2,0.44,0,2,0.46
5,57750,507,4,0.39,0,5,0.84
1,33109,486,2,0.4,0,1,0.56
1,62428,495,2,0.43,1,4,0.65
3,38881,494,2,0.31,0,5,0.89
3,30289,482,2,0.74,1,2,0.74
2,60655,484,3,0.48,1,1,0.79
3,71750,502,4,0.27,0,3,0.65
1,79706,483,3,0.77,0,5,0.53
2,36263,482,2,0.75,1,4,0.75
1,21314,491,2,0.36,1,4,0.58
4,22102,502,4,0.48,1,3,0.91
4,53317,509,2,0.52,1,4,1.0
4,68635,505,3,0.62,0,2,0.71
1,73719,491,2,0.77,1,2,0.88
3,27587,489,4,0.47,1,3,0.68
1,46766,498,2,0.77,0,2,0.42
2,42851,509,2,0.38,1,5,0.94
1,63508,486,2,0.35,1,4,0.82
2,55724,498,4,0.77,0,3,0.39
5,70665,500,4,0.58,0,1,0.82
4,37519,501,3,0.66,1,5,0.89
2,64208,498,3,0.77,1,4,0.7
3,77946,505,4,0.35,0,2,0.63
2,64553,499,2,0.77,1,3,0.74
2,37402,487,4,0.58,1,1,0.68
1,58040,495,4,0.78,0,5,0.41
2,23851,510,3,0.8,0,3,0.27
5,73863,485,4,0.56,1,1,0.9
3,31491,500,3,0.35,1,3,0.81
4,77065,508,3,0.31,0,3,0.96
3,36263,501,4,0.74,1,4,0.73
2,24265,510,3,0.47,1,1,0.61
5,59412,485,4,0.43,0,5,0.92
1,58471,485,4,0.42,0,4,0.37
4,27578,481,3,0.66,1,5,1.0
2,44978,481,4,0.58,0,1,0.58
1,66863,501,3,0.68,0,1,0.53
2,66426,498,3,0.65,1,2,0.71
2,73826,488,4,0.78,0,3,0.43
1,64411,488,3,0.43,0,1,0.59
1,70302,482,4,0.73,0,2,0.45
2,31627,506,3,0.31,0,4,0.48
5,33363,492,2,0.5,1,2,1.0
4,63702,498,4,0.79,0,2,0.62
2,60715,501,2,0.52,0,2,0.48
1,77803,509,2,0.47,1,1,0.85
4,66480,501,2,0.38,0,2,0.83
3,55669,488,3,0.29,1,4,1.0
2,35611,492,3,0.71,1,2,0.55
3,68509,497,2,0.66,1,1,0.81
2,45521,498,3,0.59,1,4,0.66
2,37203,504,4,0.27,1,3,0.5
4,47695,500,3,0.68,1,3,0.99
3,37654,490,4,0.36,0,2,0.54
5,28250,487,2,0.69,1,1,0.98
2,72073,492,2,0.42,0,4,0.72
3,51307,504,4,0.29,0,4,0.76
3,59650,503,4,0.51,1,2,0.61
4,69184,504,4,0.75,1,2,0.86
1,32936,508,3,0.35,1,4,0.48
4,57244,509,4,0.67,1,4,0.94
3,23348,502,3,0.4,1,1,0.75
5,44115,510,2,0.54,0,4,0.94
5,28324,506,4,0.42,0,1,0.7
2,58054,510,2,0.44,0,3,0.49
2,53874,497,4,0.79,0,5,0.58
5,42277,484,3,0.75,0,3,0.97
2,38291,495,4,0.77,0,4,0.31
4,32501,492,4,0.33,0,5,0.78
1,72452,502,2,0.54,0,5,0.56
3,22489,482,4,0.35,0,3,0.52
4,52552,492,3,0.75,1,2,0.78
3,71409,483,4,0.75,1,3,0.8
4,73599,501,3,0.71,0,2,0.72
2,75864,505,4,0.62,1,1,0.74
1,66543,509,3,0.4,0,3,0.45
4,50318,505,4,0.31,0,1,0.53
2,26541,497,3,0.76,0,5,0.46
3,79097,500,4,0.59,1,5,0.97
1,76200,491,2,0.31,0,2,0.69
4,55470,491,3,0.73,1,2,0.95
5,69226,496,2,0.27,0,1,0.93
4,43775,492,3,0.52,0,1,0.6
1,62114,495,3,0.41,1,1,0.83
5,21680,483,4,0.46,1,1,0.9
2,44095,481,2,0.47,0,5,0.67
3,52997,492,4,0.57,1,4,0.83
2,75646,488,3,0.5,1,2,0.84
3,71671,489,4,0.5,1,1,0.83
1,57988,495,3,0.45,1,5,0.72
3,57017,507,4,0.69,1,3,0.71
3,40577,499,3,0.62,1,4,0.9
3,31869,509,3,0.7,0,1,0.44
3,46686,498,4,0.42,1,4,0.95
5,44768,505,4,0.37,1,5,0.96
5,42965,482,4,0.76,0,4,0.81
3,58722,497,3,0.45,0,4,0.77
4,24959,491,4,0.28,1,4,1.0
1,56905,490,4,0.28,0,5,0.55
2,56809,481,2,0.5,0,2,0.61
5,28116,492,3,0.78,0,3,0.88
3,44340,501,4,0.75,1,4,0.8
4,67418,498,3,0.44,0,1,0.68
3,75252,480,4,0.72,0,4,0.7
4,43569,501,2,0.73,0,5,0.76
2,46558,501,4,0.54,0,4,0.46
2,79446,507,2,0.41,1,3,0.81
5,34286,492,2,0.71,1,5,0.98
3,32409,506,4,0.33,0,1,0.39
4,38241,495,4,0.34,1,1,0.64
2,76900,482,4,0.26,0,3,0.6
5,30387,499,3,0.42,1,5,0.99
4,22731,497,3,0.3,1,5,0.94
2,53089,500,4,0.4,1,5,0.73
5,54781,497,4,0.51,0,1,0.73
2,79226,494,4,0.78,0,5,0.65
5,38030,499,3,0.47,0,4,0.79
2,21699,497,2,0.5,0,1,0.38
1,73582,480,3,0.57,1,3,0.76
3,59003,482,4,0.28,0,2,0.63
2,52613,488,4,0.31,1,2,0.7
3,77674,501,2,0.28,0,3,0.8
4,56801,502,4,0.63,0,2,0.61
4,70971,498,4,0.71,0,4,0.88
1,20706,506,2,0.32,0,1,0.39
4,52601,490,3,0.71,1,2,0.92
1,43500,480,3,0.56,0,4,0.37
1,62704,488,3,0.68,1,5,0.74
4,36040,501,2,0.59,1,2,0.82
1,36076,510,3,0.71,1,4,0.48
5,52226,499,3,0.6,1,1,0.97
3,50620,503,4,0.47,0,4,0.64
4,33809,498,3,0.35,1,2,0.86
4,27233,507,4,0.68,0,1,0.51
1,51185,484,3,0.74,1,1,0.74
1,31679,497,4,0.31,1,2,0.55
3,28451,492,2,0.36,0,5,0.79
2,21942,502,2,0.48,0,1,0.37
3,59458,494,2,0.44,0,1,0.75
5,30109,510,4,0.27,0,3,0.88
5,60140,488,3,0.57,0,5,0.86
3,69695,491,2,0.64,0,2,0.6
5,23840,505,3,0.72,0,3,0.78
4,58650,493,4,0.76,1,3,0.91
5,24933,481,2,0.48,0,2,0.96
3,72997,509,2,0.38,1,4,0.97
4,45224,504,2,0.68,0,3,0.76
2,25534,486,2,0.49,0,5,0.71
3,30506,496,3,0.52,0,2,0.47
2,77344,495,2,0.26,0,5,0.91
2,70890,485,2,0.54,1,3,0.89
4,24536,500,4,0.37,1,5,0.88
3,61504,509,2,0.7,0,2,0.6
1,45264,507,3,0.68,1,2,0.64
2,26286,500,2,0.69,0,1,0.49
4,33669,495,3,0.55,0,3,0.75
2,36882,500,2,0.77,1,4,0.7
2,61075,497,3,0.76,0,5,0.63
3,67389,505,4,0.35,1,5,0.94
3,66168,493,2,0.31,1,2,0.95
3,32054,486,4,0.45,0,3,0.62
1,26348,508,3,0.62,0,3,0.32
2,29131,493,2,0.41,1,3,0.6
4,59302,500,3,0.58,0,3,0.89
2,57357,491,2,0.78,0,5,0.8
3,28183,508,3,0.53,0,2,0.38
1,44866,494,3,0.31,0,2,0.53
2,67046,486,3,0.28,1,4,0.94
4,65623,493,2,0.59,0,4,0.91
3,62301,502,3,0.79,1,2,0.64
3,58597,503,4,0.35,1,1,0.79
5,39478,485,2,0.64,0,5,0.92
1,24504,488,3,0.67,0,1,0.47
1,79258,496,2,0.29,0,1,0.76
4,43290,491,2,0.73,0,1,0.66
4,55987,492,2,0.3,0,3,0.95
2,38933,485,4,0.4,1,1,0.8
2,20843,510,2,0.31,0,2,0.37
3,56381,497,2,0.3,1,2,0.81
3,33713,510,4,0.5,1,1,0.58
5,63867,486,4,0.57,0,5,0.86
2,39011,503,2,0.55,0,5,0.61
2,43957,481,2,0.41,0,5,0.75
3,62886,494,3,0.41,1,2,0.94
4,43157,490,4,0.51,1,1,0.82
2,36269,488,4,0.66,0,4,0.47
2,66944,499,2,0.35,0,1,0.67
1,73770,501,4,0.65,0,3,0.27
4,62592,509,3,0.38,0,1,0.64
5,45423,497,3,0.59,0,3,0.94
4,25752,486,3,0.8,0,2,0.64
4,23574,496,3,0.49,0,4,0.87
1,62978,501,2,0.43,1,3,0.66
2,53488,491,4,0.7,1,1,0.62
1,65284,506,2,0.78,1,2,0.7
1,59791,488,2,0.74,1,3,0.6
5,51008,497,2,0.46,1,2,1.0
3,38168,497,2,0.67,0,3,0.69
2,24374,492,3,0.71,1,1,0.6
1,35997,488,2,0.68,1,2,0.55
1,47420,488,4,0.63,1,5,0.66
1,74569,488,4,0.62,1,4,0.66
5,63609,502,4,0.49,0,4,0.89
1,65396,496,4,0.61,0,4,0.3
3,20665,507,3,0.69,1,3,0.66
3,23608,494,3,0.44,0,3,0.5
2,70050,507,4,0.28,1,1,0.77
4,70429,494,3,0.76,0,4,0.89
1,76082,491,3,0.38,1,3,0.68
2,39084,505,2,0.33,1,1,0.72
3,69703,497,3,0.71,0,1,0.61
4,66397,501,4,0.7,0,5,0.85
2,24990,500,4,0.71,1,2,0.5
4,39682,510,2,0.69,0,4,0.78
3,20025,490,3,0.47,1,1,0.58
2,77256,510,3,0.35,0,2,0.53
5,31291,506,3,0.74,1,5,0.91
2,60140,493,2,0.31,0,5,0.75
2,43463,506,2,0.73,0,3,0.47
4,33206,482,4,0.65,0,2,0.67
5,24000,497,3,0.8,0,1,0.62
2,26578,509,2,0.79,0,2,0.31
4,39628,505,2,0.27,0,4,0.9
5,64065,505,4,0.41,0,4,0.89
2,25921,495,2,0.25,1,1,0.76
5,47365,506,3,0.75,1,5,0.91
3,43169,497,3,0.34,0,2,0.45
3,21290,496,3,0.75,0,5,0.73
1,79592,498,4,0.68,0,2,0.43
4,42770,504,2,0.38,1,1,0.96
3,21107,486,3,0.5,0,4,0.68
3,34494,487,4,0.42,0,4,0.69
2,67291,498,4,0.32,0,1,0.55
4,55832,484,2,0.72,0,3,0.89
1,79068,491,2,0.63,1,4,0.67
2,59467,496,2,0.72,0,5,0.71
4,48598,492,2,0.78,0,2,0.77
1,77940,497,4,0.4,1,5,0.82
2,76438,506,3,0.8,0,4,0.49
1,23602,509,2,0.32,1,2,0.58
2,39456,500,2,0.25,0,3,0.45
3,31741,496,3,0.33,0,4,0.76
5,50842,505,2,0.6,0,2,0.98
1,29424,507,4,0.48,0,2,0.3
5,46117,507,4,0.64,1,2,0.94
5,23488,510,4,0.38,0,2,0.75
4,37160,491,4,0.33,1,2,0.74
2,65342,485,2,0.38,1,2,0.91
4,46832,481,4,0.59,1,1,0.84
1,68725,495,2,0.37,1,5,0.85
4,27309,510,2,0.51,0,5,0.66
5,25459,492,4,0.5,0,3,0.88
1,68539,494,3,0.58,1,2,0.7
1,69264,491,3,0.35,1,4,0.67
5,74221,500,4,0.41,1,3,1.0
2,72683,495,2,0.76,0,4,0.63
2,67000,499,4,0.31,0,2,0.45
5,47040,506,2,0.34,0,1,0.8
2,54002,497,3,0.29,0,2,0.5
4,72849,493,4,0.73,1,1,0.84
4,39589,507,3,0.7,0,5,0.7
3,57025,486,4,0.62,0,2,0.61
2,58381,482,2,0.51,0,2,0.57
2,21808,496,2,0.48,1,4,0.65
5,46734,498,3,0.76,0,3,0.85
5,55389,495,3,0.64,0,3,0.96
3,71159,484,2,0.52,0,1,0.64
5,58353,505,2,0.79,1,1,0.99
4,56721,495,4,0.4,1,1,0.79
2,48845,509,4,0.28,0,1,0.45
3,29489,502,3,0.52,0,5,0.73
2,54813,483,3,0.41,1,3,0.71
4,48845,509,4,0.74,0,5,0.76
5,39554,508,3,0.29,0,1,0.71
1,61154,493,2,0.37,1,3,0.65
5,59502,490,4,0.43,0,1,0.75
1,76700,500,2,0.43,1,4,0.8
4,57789,498,4,0.66,0,5,0.7
2,55537,487,2,0.44,0,2,0.53
5,31877,506,4,0.44,1,3,0.91
2,27737,483,2,0.57,1,5,0.89
1,64103,507,3,0.42,0,4,0.42
4,23309,498,4,0.51,0,5,0.73
3,34938,506,4,0.35,1,4,0.79
2,23466,502,4,0.39,1,1,0.51
4,29062,498,4,0.66,1,2,0.74
1,61075,486,3,0.67,1,5,0.69
1,65896,502,2,0.3,0,1,0.68
1,76608,488,3,0.54,1,5,0.74
3,57193,503,3,0.39,1,1,0.79
1,57575,497,4,0.69,1,5,0.62
3,22399,483,4,0.73,0,2,0.44
3,50412,502,4,0.6,0,1,0.47
2,30783,501,4,0.43,1,4,0.6
2,23687,480,4,0.46,1,4,0.76
2,21585,501,2,0.75,0,5,0.49
5,45669,510,2,0.52,0,3,0.87
5,59176,493,2,0.75,0,1,0.87
1,44435,488,4,0.69,1,3,0.44
1,30005,487,3,0.57,0,5,0.49
3,27729,501,4,0.74,1,5,0.8
1,63142,498,4,0.3,1,5,0.71
3,24209,495,2,0.59,1,3,0.73
1,49926,496,2,0.77,1,1,0.63
3,44740,498,3,0.32,1,1,0.75
5,53281,499,3,0.62,0,3,0.92
2,46883,487,2,0.25,1,5,1.0
4,47126,484,2,0.37,0,1,0.79
1,59363,491,3,0.27,0,1,0.57
2,61194,490,4,0.45,0,5,0.65
4,49896,491,3,0.47,0,1,0.58
1,66473,510,3,0.41,1,5,0.69
2,75154,504,4,0.54,0,3,0.49
3,44127,481,4,0.67,1,5,0.95
1,34421,509,2,0.74,1,3,0.59
3,72917,505,3,0.51,1,3,0.85
5,53759,494,4,0.55,1,5,0.97
4,36904,496,2,0.67,0,1,0.65
2,46547,504,4,0.6,1,3,0.51
3,47396,488,2,0.49,0,1,0.59
5,30420,510,4,0.56,0,5,0.68
4,38545,492,4,0.3,1,2,0.86
2,43927,504,4,0.58,1,2,0.61
2,44164,497,4,0.34,0,3,0.44
2,55820,484,2,0.76,1,1,0.77
5,52606,504,4,0.75,1,4,0.95
4,77148,489,4,0.34,0,5,0.98
3,69351,494,4,0.72,1,4,0.95
1,52335,487,3,0.65,0,3,0.44
3,74640,497,3,0.61,0,4,0.73
3,75256,497,2,0.38,0,1,0.67
1,44577,489,3,0.45,0,1,0.55
4,51359,491,4,0.43,1,2,0.9
2,64499,489,2,0.3,0,2,0.72
5,30385,498,4,0.31,1,1,0.97
4,28853,507,3,0.48,1,1,0.66
5,52014,509,4,0.65,0,1,0.6
1,41304,484,4,0.63,1,2,0.63
3,64065,481,2,0.47,1,1,0.87
2,56313,486,4,0.74,0,5,0.59
5,48995,504,2,0.76,1,1,0.96
1,47034,481,3,0.5,0,5,0.49
5,78417,495,4,0.44,0,5,0.89
5,57209,504,4,0.45,1,1,0.99
1,24112,480,2,0.33,0,3,0.49
4,50493,495,2,0.65,1,3,0.96
5,46217,496,2,0.73,0,2,0.93
4,33690,495,3,0.58,1,4,0.92
3,30385,480,2,0.47,1,3,0.83
4,40112,499,3,0.44,0,4,0.75
5,73161,498,3,0.55,0,5,0.94
3,79300,504,3,0.62,0,2,0.59
5,71893,497,4,0.61,0,2,0.87
5,41177,505,3,0.59,0,1,0.65
3,23428,505,4,0.57,1,1,0.5
4,46574,500,2,0.25,1,2,0.98
5,29792,501,4,0.55,0,4,0.71
3,24008,493,4,0.61,0,5,0.64
2,53930,481,4,0.42,1,1,0.81
1,65092,484,2,0.67,1,1,0.75
1,30425,503,3,0.73,1,5,0.51
3,74989,508,2,0.7,0,2,0.59
5,24668,510,3,0.3,0,4,0.81
4,40317,499,2,0.55,1,2,0.9
3,53352,488,4,0.45,0,4,0.75
5,47575,506,2,0.66,0,1,0.69
2,52656,501,2,0.59,0,3,0.48
5,69026,499,3,0.36,0,4,0.94
3,23517,497,3,0.31,0,4,0.65
5,25849,486,4,0.57,0,5,0.69
2,42144,490,3,0.39,0,5,0.68
1,63113,497,2,0.46,0,2,0.54
3,75778,501,4,0.72,1,5,0.95
4,40791,494,3,0.75,1,1,0.71
4,30318,488,3,0.73,1,5,0.94
4,40541,505,4,0.73,1,5,0.84
4,32067,507,3,0.34,1,3,0.95
3,29598,496,3,0.32,0,1,0.49
2,49036,496,4,0.66,1,1,0.69
5,20290,500,2,0.54,0,5,0.81
4,35577,498,4,0.72,1,5,0.89
5,45564,484,4,0.77,0,4,0.84
2,64217,508,2,0.47,1,3,0.74
1,58097,507,4,0.69,1,1,0.73
3,57342,497,3,0.79,1,4,0.92
3,20570,502,2,0.7,1,2,0.52
2,64671,489,2,0.79,1,2,0.74
3,42537,503,2,0.28,0,3,0.66
3,32383,486,2,0.78,1,1,0.59
4,61431,491,3,0.31,0,4,0.85
5,52323,483,4,0.76,1,4,0.95
1,64855,487,3,0.64,1,2,0.62
3,69438,503,3,0.36,1,2,0.81
4,29036,495,2,0.33,0,5,0.86
3,50741,507,2,0.44,0,2,0.54
4,47710,503,3,0.45,0,5,0.78
2,65623,496,3,0.26,0,2,0.52
5,22440,494,2,0.76,0,5,0.77
2,55148,502,3,0.49,0,4,0.63
2,32348,480,2,0.4,1,4,0.8
1,47132,500,2,0.3,1,2,0.78
1,55872,495,3,0.42,0,5,0.54
3,48528,510,4,0.77,0,2,0.35
1,76764,508,2,0.56,1,2,0.8
2,67879,497,2,0.39,1,1,0.86
4,79646,487,2,0.66,0,3,0.98
1,37072,507,2,0.39,1,1,0.68
2,70080,494,2,0.57,0,1,0.64
5,55425,504,4,0.59,0,2,0.82
2,62271,487,2,0.57,0,5,0.76
2,51797,494,4,0.59,0,2,0.43
3,22418,483,4,0.73,1,5,0.9
1,53447,481,4,0.66,1,1,0.65
4,45730,496,3,0.33,1,2,0.94
2,59542,492,3,0.4,1,2,0.66
3,23342,493,3,0.3,1,5,0.96
1,21620,487,3,0.71,1,4,0.47
4,45252,500,3,0.36,0,4,0.97
2,45668,502,2,0.75,1,4,0.75
4,57545,483,3,0.79,0,3,0.87
3,47437,503,2,0.44,0,5,0.83
1,26222,480,3,0.38,1,5,0.68
1,57037,507,2,0.29,0,3,0.57
4,44915,504,3,0.67,1,2,0.87
2,41592,483,3,0.31,1,3,0.71
3,61248,497,3,0.46,0,3,0.73
1,38734,480,3,0.68,0,5,0.38
3,60677,483,4,0.51,1,3,0.79
2,59173,508,3,0.46,1,4,0.79
4,58625,489,2,0.59,0,3,0.86
5,23196,507,4,0.74,1,5,0.91
4,75621,482,4,0.71,0,5,0.89
4,65899,510,4,0.67,0,5,0.71
3,37219,487,4,0.37,0,3,0.59
1,40834,487,3,0.77,1,4,0.48
1,73599,493,2,0.31,0,3,0.53
4,37799,501,2,0.28,0,2,0.73
4,21846,496,4,0.53,0,5,0.6
5,70994,504,4,0.65,0,5,0.88
3,23089,501,2,0.32,1,2,0.7
2,22085,492,3,0.52,0,2,0.42
4,37364,509,4,0.28,1,3,0.91
2,41308,492,3,0.42,1,2,0.6
4,52324,500,4,0.62,1,2,0.79
5,75186,487,4,0.78,1,2,1.0
1,45610,500,4,0.73,1,4,0.48
2,27462,510,3,0.64,0,3,0.36
5,65075,508,3,0.74,0,2,0.86
5,43530,491,2,0.29,0,1,0.96
3,36583,496,3,0.47,1,5,0.89
3,61276,497,4,0.28,0,3,0.74
3,22246,498,2,0.45,0,3,0.47
1,23855,502,4,0.64,1,1,0.46
3,56672,500,3,0.56,1,5,0.93
1,67408,507,4,0.35,0,5,0.53
3,24080,493,4,0.61,0,3,0.44
1,52533,502,3,0.43,1,3,0.54
1,68066,507,3,0.37,1,2,0.69
4,45078,488,2,0.58,1,4,1.0
2,57782,489,4,0.61,0,1,0.46
2,70037,497,3,0.68,1,5,0.9
1,37647,481,3,0.46,0,1,0.55
5,26692,486,4,0.43,0,1,0.79
3,34543,503,4,0.74,0,5,0.69
2,41093,504,3,0.72,1,5,0.8
2,31139,508,4,0.78,0,3,0.17
4,30489,496,2,0.42,1,2,0.83
2,77540,480,4,0.6,0,2,0.51
3,79447,508,2,0.48,1,2,0.84
2,40103,504,4,0.69,1,2,0.56
2,47295,480,2,0.33,1,2,0.79
2,21065,502,4,0.78,1,1,0.49
2,53792,492,3,0.76,1,5,0.89
2,25489,484,3,0.64,1,3,0.7
1,20927,494,3,0.44,0,2,0.4
4,30859,506,2,0.51,0,3,0.79
1,72511,489,2,0.56,0,2,0.58
4,53080,483,4,0.52,1,2,0.93
1,60197,500,4,0.59,0,5,0.35
1,44113,489,2,0.36,1,5,0.62
4,65724,498,2,0.8,0,5,0.88
3,54664,489,4,0.74,1,4,0.8
2,39571,487,2,0.67,1,4,0.78
2,77491,508,2,0.55,1,1,0.83
3,74253,487,4,0.33,0,4,0.82
4,55507,492,4,0.7,0,3,0.72
2,70686,506,2,0.78,1,1,0.77
3,56166,482,2,0.64,0,1,0.57
1,73300,494,2,0.61,0,4,0.63
2,63188,485,2,0.38,0,5,0.9
1,60604,489,2,0.38,0,4,0.55
1,39291,495,4,0.36,1,3,0.5
1,20063,486,4,0.62,1,4,0.41
4,21241,486,2,0.56,1,3,0.96
4,23707,498,2,0.29,0,1,0.58
4,33489,510,3,0.53,1,4,0.95
3,64740,494,2,0.64,0,3,0.71
3,30129,504,4,0.42,1,1,0.61
3,76067,480,3,0.8,1,3,0.95
3,45840,498,2,0.52,1,1,0.75
1,38836,499,4,0.43,0,2,0.36
2,46958,499,2,0.4,1,2,0.71
1,69079,489,2,0.69,0,5,0.58
3,56330,490,4,0.73,1,1,0.7
1,36806,506,2,0.47,1,2,0.64
1,57529,500,4,0.3,1,1,0.7
3,26237,484,2,0.79,1,1,0.72
2,76325,499,2,0.3,0,2,0.62
5,57751,499,4,0.39,0,3,0.94
2,33073,510,2,0.51,0,3,0.41
4,34306,505,3,0.5,1,3,0.96
4,39041,480,3,0.77,1,2,0.91
3,71320,500,4,0.7,1,2,0.8
3,44905,508,4,0.33,1,4,0.85
4,25246,507,4,0.36,1,2,0.81
2,44012,496,4,0.72,0,2,0.3
5,49608,510,3,0.28,1,1,0.97
2,61143,502,2,0.38,1,4,0.87
4,74882,496,3,0.78,0,3,0.92
2,25317,496,3,0.47,0,4,0.51
1,32868,485,3,0.6,1,2,0.59
4,73813,501,3,0.5,0,2,0.79
2,54351,487,3,0.72,0,1,0.57
5,77241,502,3,0.28,1,5,1.0
4,37454,495,2,0.31,1,2,0.93
3,25551,503,2,0.62,1,5,0.94
2,67916,482,4,0.75,0,4,0.55
2,78869,487,4,0.75,0,5,0.75
1,30587,505,3,0.48,0,5,0.35
4,21003,498,4,0.48,0,1,0.4
1,72505,491,4,0.68,0,1,0.57
1,78881,495,2,0.43,0,5,0.64
4,55421,487,2,0.32,0,3,0.97
3,26135,498,2,0.35,1,4,0.88
1,65034,509,4,0.54,0,2,0.38
2,35950,506,4,0.75,1,5,0.69
4,67775,502,3,0.48,0,2,0.67
2,20721,492,4,0.66,0,1,0.38
5,28879,493,2,0.61,1,4,1.0
3,51962,503,2,0.76,1,5,0.97
4,34904,507,2,0.42,0,1,0.7
3,71155,488,4,0.7,0,1,0.57
2,70906,507,2,0.75,1,1,0.76
4,65298,482,2,0.71,0,1,0.67
5,61515,508,2,0.69,0,1,0.81
5,73168,502,3,0.71,0,3,0.98
3,76758,497,2,0.6,1,2,0.87
3,36664,484,3,0.7,0,1,0.4
5,70308,508,4,0.72,0,4,0.85
3,42821,502,4,0.28,1,5,0.94
1,67490,497,2,0.44,1,1,0.84
2,69029,499,3,0.42,1,2,0.8
1,72363,494,4,0.46,1,2,0.73
5,20506,481,4,0.74,0,2,0.71
2,56252,506,2,0.71,1,3,0.57
5,27121,484,3,0.42,0,5,0.97
5,56883,482,2,0.76,0,2,0.94
1,33561,487,3,0.29,1,3,0.6
5,42021,499,2,0.69,0,1,0.76
1,25476,480,2,0.6,0,2,0.49
3,33695,494,4,0.55,1,5,0.91
1,23872,498,3,0.61,1,2,0.53
1,45052,507,3,0.34,1,3,0.5
1,77586,499,3,0.48,0,1,0.6
2,20279,480,4,0.61,0,4,0.49
3,26763,491,2,0.38,0,1,0.6
1,27293,510,4,0.7,0,3,0.12
2,67953,490,3,0.58,1,5,0.9
1,26760,492,2,0.44,0,5,0.49
5,77035,499,2,0.27,1,5,1.0
4,34261,504,4,0.4,1,3,0.86
3,25097,492,3,0.72,1,2,0.66
3,70351,499,3,0.44,0,1,0.6
5,59687,483,4,0.78,0,3,0.96
4,48010,494,2,0.55,0,3,0.91
2,27264,500,3,0.48,0,5,0.56
4,75212,499,3,0.32,1,2,0.88
5,25496,503,3,0.79,1,3,0.97
5,45708,499,2,0.52,1,4,1.0
5,54456,498,2,0.46,0,1,0.92
3,35102,503,4,0.43,0,3,0.54
4,51826,505,4,0.71,0,1,0.45
2,46785,484,3,0.27,0,4,0.55
5,74303,485,3,0.33,0,1,0.92
4,78468,510,4,0.72,0,3,0.7
2,42505,501,3,0.61,0,2,0.51
1,42933,503,4,0.59,0,1,0.31
2,63661,492,3,0.76,1,3,0.71
2,61643,497,2,0.58,0,2,0.5
4,31380,502,4,0.7,0,4,0.75
3,39819,483,2,0.63,1,3,0.86
2,52648,495,4,0.74,0,5,0.61
2,26598,508,4,0.71,1,5,0.69
4,68916,492,2,0.26,0,5,1.0
3,39049,487,4,0.66,1,1,0.66
1,76258,494,2,0.43,1,5,0.82
5,79583,493,4,0.67,1,2,1.0
4,21160,484,3,0.33,0,5,0.81
2,34371,498,4,0.61,0,4,0.37
2,66625,503,4,0.67,0,3,0.38
4,61493,484,3,0.34,1,1,0.95
4,58501,508,4,0.29,0,4,0.84
1,54851,486,4,0.47,1,4,0.58
4,49386,486,2,0.54,1,2,0.92
4,68994,482,2,0.42,0,1,0.81
2,56801,483,4,0.66,1,5,0.88
3,73398,480,3,0.62,1,2,0.86
2,37229,491,4,0.73,1,1,0.48
1,26839,501,2,0.53,0,1,0.57
4,61981,486,4,0.49,1,3,1.0
4,21083,495,3,0.78,0,3,0.67
4,72916,505,4,0.55,1,1,0.81
1,39598,497,4,0.63,1,4,0.53
5,21247,491,3,0.73,0,4,0.78
1,67028,486,2,0.76,0,5,0.58
5,21224,499,4,0.56,0,2,0.77
2,64289,486,2,0.64,0,4,0.68
2,68211,497,3,0.35,1,1,0.86
2,50579,484,4,0.35,1,5,0.78
2,77643,502,3,0.79,1,5,0.78
2,49710,497,2,0.51,0,2,0.54
1,33159,501,3,0.54,1,1,0.67
1,22061,499,4,0.57,0,2,0.31
5,28971,494,3,0.58,0,5,0.7
4,26998,509,2,0.76,0,3,0.67
2,49730,500,3,0.54,1,1,0.72
1,78743,495,2,0.46,1,3,0.76
3,20392,480,2,0.8,1,3,0.74
3,31079,510,3,0.7,0,5,0.69
4,36053,492,4,0.34,1,2,0.9
3,26623,499,3,0.45,0,5,0.69
1,42487,485,4,0.6,1,1,0.69
4,53170,508,4,0.49,0,4,0.88
4,77749,484,4,0.73,1,1,0.84
4,79562,494,2,0.47,0,1,0.83
